time,type,description,details
18490,ORDER_DELIVERED,Order 280 delivered by courier 7,"{""order_id"": 280, ""courier_id"": 7, ""click_to_door"": 1302.358266459716, ""ready_to_door"": 1002.3582664597161}"
18502,ORDER_PLACED,Order 303 placed,"{""order_id"": 303, ""restaurant_id"": 7}"
18513,ORDER_DELIVERED,Order 284 delivered by courier 0,"{""order_id"": 284, ""courier_id"": 0, ""click_to_door"": 934.6067007424535, ""ready_to_door"": 634.6067007424535}"
18513,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
18517,ORDER_READY,Order 299 is ready for pickup,"{""order_id"": 299}"
18540,ORDER_PICKED_UP,Order 260 picked up by courier 1,"{""order_id"": 260, ""courier_id"": 1}"
18540,ORDER_PICKED_UP,Order 268 picked up by courier 1,"{""order_id"": 268, ""courier_id"": 1}"
18540,ROUTE_OPTIMIZED,Courier 1 route optimized: 2 dropoffs reordered,"{""courier_id"": 1, ""original_sequence"": [260, 268], ""optimized_sequence"": []}"
18540,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
18540,ASSIGNMENT_MADE,Courier 0 assigned orders [290],"{""courier_id"": 0, ""order_ids"": [290], ""bundle_size"": 1, ""has_relay"": false}"
18603,ORDER_READY,Order 300 is ready for pickup,"{""order_id"": 300}"
18610,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
18627,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
18628,ORDER_READY,Order 301 is ready for pickup,"{""order_id"": 301}"
18631,ORDER_DELIVERED,Order 276 delivered by courier 6,"{""order_id"": 276, ""courier_id"": 6, ""click_to_door"": 1820.2819910971157, ""ready_to_door"": 1520.2819910971157}"
18631,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
18644,ORDER_PLACED,Order 304 placed,"{""order_id"": 304, ""restaurant_id"": 1}"
18660,ASSIGNMENT_MADE,"Courier 6 assigned orders [294, 296]","{""courier_id"": 6, ""order_ids"": [294, 296], ""bundle_size"": 2, ""has_relay"": false}"
18664,ORDER_DELIVERED,Order 286 delivered by courier 5,"{""order_id"": 286, ""courier_id"": 5, ""click_to_door"": 880.2687011867602, ""ready_to_door"": 580.2687011867602}"
18664,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
18690,ASSIGNMENT_MADE,Courier 5 assigned orders [300],"{""courier_id"": 5, ""order_ids"": [300], ""bundle_size"": 1, ""has_relay"": false}"
18694,ORDER_DELIVERED,Order 270 delivered by courier 7,"{""order_id"": 270, ""courier_id"": 7, ""click_to_door"": 2119.2311170520043, ""ready_to_door"": 1819.2311170520043}"
18694,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
18698,ORDER_DELIVERED,Order 287 delivered by courier 3,"{""order_id"": 287, ""courier_id"": 3, ""click_to_door"": 818.924957231302, ""ready_to_door"": 518.924957231302}"
18698,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
18700,ORDER_PICKED_UP,Order 290 picked up by courier 0,"{""order_id"": 290, ""courier_id"": 0}"
18700,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
18717,ORDER_PICKED_UP,Order 285 picked up by courier 4,"{""order_id"": 285, ""courier_id"": 4}"
18717,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
18720,ASSIGNMENT_MADE,"Courier 3 assigned orders [295, 297]","{""courier_id"": 3, ""order_ids"": [295, 297], ""bundle_size"": 2, ""has_relay"": false}"
18720,ASSIGNMENT_MADE,"Courier 7 assigned orders [291, 301]","{""courier_id"": 7, ""order_ids"": [291, 301], ""bundle_size"": 2, ""has_relay"": false}"
18729,ORDER_READY,Order 302 is ready for pickup,"{""order_id"": 302}"
18743,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
18746,ORDER_DELIVERED,Order 277 delivered by courier 2,"{""order_id"": 277, ""courier_id"": 2, ""click_to_door"": 1813.7276212431498, ""ready_to_door"": 1513.7276212431498}"
18746,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
18747,ORDER_PLACED,Order 305 placed,"{""order_id"": 305, ""restaurant_id"": 5}"
18750,ASSIGNMENT_MADE,"Courier 2 assigned orders [288, 292, 299]","{""courier_id"": 2, ""order_ids"": [288, 292, 299], ""bundle_size"": 3, ""has_relay"": false}"
18771,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
18802,ORDER_READY,Order 303 is ready for pickup,"{""order_id"": 303}"
18833,ORDER_PICKED_UP,Order 300 picked up by courier 5,"{""order_id"": 300, ""courier_id"": 5}"
18833,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
18861,ORDER_PICKED_UP,Order 294 picked up by courier 6,"{""order_id"": 294, ""courier_id"": 6}"
18861,ORDER_PICKED_UP,Order 296 picked up by courier 6,"{""order_id"": 296, ""courier_id"": 6}"
18861,ROUTE_OPTIMIZED,Courier 6 route optimized: 2 dropoffs reordered,"{""courier_id"": 6, ""original_sequence"": [294, 296], ""optimized_sequence"": []}"
18861,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
18871,ORDER_PLACED,Order 306 placed,"{""order_id"": 306, ""restaurant_id"": 6}"
18880,ORDER_DELIVERED,Order 290 delivered by courier 0,"{""order_id"": 290, ""courier_id"": 0, ""click_to_door"": 848.1985362228843, ""ready_to_door"": 548.1985362228843}"
18880,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
18886,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
18890,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
18900,ASSIGNMENT_MADE,Courier 0 assigned orders [289],"{""courier_id"": 0, ""order_ids"": [289], ""bundle_size"": 1, ""has_relay"": false}"
18944,ORDER_READY,Order 304 is ready for pickup,"{""order_id"": 304}"
18946,ORDER_PLACED,Order 307 placed,"{""order_id"": 307, ""restaurant_id"": 5}"
18953,ORDER_DELIVERED,Order 294 delivered by courier 6,"{""order_id"": 294, ""courier_id"": 6, ""click_to_door"": 847.2132499988365, ""ready_to_door"": 547.2132499988365}"
18970,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
18974,ORDER_PLACED,Order 308 placed,"{""order_id"": 308, ""restaurant_id"": 6}"
18976,ORDER_PICKED_UP,Order 288 picked up by courier 2,"{""order_id"": 288, ""courier_id"": 2}"
18976,ORDER_PICKED_UP,Order 292 picked up by courier 2,"{""order_id"": 292, ""courier_id"": 2}"
18976,ORDER_PICKED_UP,Order 299 picked up by courier 2,"{""order_id"": 299, ""courier_id"": 2}"
18976,ROUTE_OPTIMIZED,Courier 2 route optimized: 3 dropoffs reordered,"{""courier_id"": 2, ""original_sequence"": [288, 292, 299], ""optimized_sequence"": []}"
18976,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
18980,ORDER_PICKED_UP,Order 295 picked up by courier 3,"{""order_id"": 295, ""courier_id"": 3}"
18980,ORDER_PICKED_UP,Order 297 picked up by courier 3,"{""order_id"": 297, ""courier_id"": 3}"
18980,ROUTE_OPTIMIZED,Courier 3 route optimized: 2 dropoffs reordered,"{""courier_id"": 3, ""original_sequence"": [295, 297], ""optimized_sequence"": []}"
18980,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
18984,ORDER_DELIVERED,Order 260 delivered by courier 1,"{""order_id"": 260, ""courier_id"": 1, ""click_to_door"": 3039.940284357026, ""ready_to_door"": 2739.940284357026}"
19047,ORDER_READY,Order 305 is ready for pickup,"{""order_id"": 305}"
19060,ORDER_PICKED_UP,Order 291 picked up by courier 7,"{""order_id"": 291, ""courier_id"": 7}"
19060,ORDER_PICKED_UP,Order 301 picked up by courier 7,"{""order_id"": 301, ""courier_id"": 7}"
19060,ROUTE_OPTIMIZED,Courier 7 route optimized: 2 dropoffs reordered,"{""courier_id"": 7, ""original_sequence"": [291, 301], ""optimized_sequence"": []}"
19060,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
19136,ORDER_DELIVERED,Order 285 delivered by courier 4,"{""order_id"": 285, ""courier_id"": 4, ""click_to_door"": 1356.3587785657473, ""ready_to_door"": 1056.3587785657473}"
19136,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
19140,ASSIGNMENT_MADE,Courier 4 assigned orders [305],"{""courier_id"": 4, ""order_ids"": [305], ""bundle_size"": 1, ""has_relay"": false}"
19163,ORDER_DELIVERED,Order 288 delivered by courier 2,"{""order_id"": 288, ""courier_id"": 2, ""click_to_door"": 1220.5563851167753, ""ready_to_door"": 920.5563851167753}"
19171,ORDER_READY,Order 306 is ready for pickup,"{""order_id"": 306}"
19172,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
19188,ORDER_PLACED,Order 309 placed,"{""order_id"": 309, ""restaurant_id"": 1}"
19203,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
19207,ORDER_DELIVERED,Order 296 delivered by courier 6,"{""order_id"": 296, ""courier_id"": 6, ""click_to_door"": 1088.7829583510502, ""ready_to_door"": 788.7829583510502}"
19207,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
19227,ORDER_DELIVERED,Order 300 delivered by courier 5,"{""order_id"": 300, ""courier_id"": 5, ""click_to_door"": 924.5211348867997, ""ready_to_door"": 624.5211348867997}"
19227,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
19229,ORDER_DELIVERED,Order 297 delivered by courier 3,"{""order_id"": 297, ""courier_id"": 3, ""click_to_door"": 1094.2138136389622, ""ready_to_door"": 794.2138136389622}"
19230,ASSIGNMENT_MADE,Courier 5 assigned orders [304],"{""courier_id"": 5, ""order_ids"": [304], ""bundle_size"": 1, ""has_relay"": false}"
19230,ASSIGNMENT_MADE,Courier 6 assigned orders [306],"{""courier_id"": 6, ""order_ids"": [306], ""bundle_size"": 1, ""has_relay"": false}"
19246,ORDER_READY,Order 307 is ready for pickup,"{""order_id"": 307}"
19250,ORDER_DELIVERED,Order 268 delivered by courier 1,"{""order_id"": 268, ""courier_id"": 1, ""click_to_door"": 2757.675718445149, ""ready_to_door"": 2457.675718445149}"
19250,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
19260,ASSIGNMENT_MADE,Courier 1 assigned orders [307],"{""courier_id"": 1, ""order_ids"": [307], ""bundle_size"": 1, ""has_relay"": false}"
19262,ORDER_PICKED_UP,Order 305 picked up by courier 4,"{""order_id"": 305, ""courier_id"": 4}"
19262,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
19270,ORDER_DELIVERED,Order 292 delivered by courier 2,"{""order_id"": 292, ""courier_id"": 2, ""click_to_door"": 1194.3310032467707, ""ready_to_door"": 894.3310032467707}"
19274,ORDER_READY,Order 308 is ready for pickup,"{""order_id"": 308}"
19274,ORDER_DELIVERED,Order 301 delivered by courier 7,"{""order_id"": 301, ""courier_id"": 7, ""click_to_door"": 946.0358131113098, ""ready_to_door"": 646.0358131113098}"
19291,ORDER_PLACED,Order 310 placed,"{""order_id"": 310, ""restaurant_id"": 6}"
19292,ORDER_PLACED,Order 311 placed,"{""order_id"": 311, ""restaurant_id"": 0}"
19293,ORDER_PICKED_UP,Order 289 picked up by courier 0,"{""order_id"": 289, ""courier_id"": 0}"
19293,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
19296,ORDER_PLACED,Order 312 placed,"{""order_id"": 312, ""restaurant_id"": 0}"
19302,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
19304,ORDER_PLACED,Order 313 placed,"{""order_id"": 313, ""restaurant_id"": 7}"
19305,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
19346,ORDER_DELIVERED,Order 295 delivered by courier 3,"{""order_id"": 295, ""courier_id"": 3, ""click_to_door"": 1239.5616667455142, ""ready_to_door"": 939.5616667455142}"
19346,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
19350,ASSIGNMENT_MADE,Courier 3 assigned orders [308],"{""courier_id"": 3, ""order_ids"": [308], ""bundle_size"": 1, ""has_relay"": false}"
19363,ORDER_PLACED,Order 314 placed,"{""order_id"": 314, ""restaurant_id"": 1}"
19392,ORDER_PICKED_UP,Order 304 picked up by courier 5,"{""order_id"": 304, ""courier_id"": 5}"
19392,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
19395,ORDER_PICKED_UP,Order 307 picked up by courier 1,"{""order_id"": 307, ""courier_id"": 1}"
19395,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
19437,ORDER_DELIVERED,Order 291 delivered by courier 7,"{""order_id"": 291, ""courier_id"": 7, ""click_to_door"": 1403.6723952775428, ""ready_to_door"": 1103.6723952775428}"
19437,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
19440,ASSIGNMENT_MADE,Courier 7 assigned orders [303],"{""courier_id"": 7, ""order_ids"": [303], ""bundle_size"": 1, ""has_relay"": false}"
19483,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
19488,ORDER_READY,Order 309 is ready for pickup,"{""order_id"": 309}"
19540,ORDER_PLACED,Order 315 placed,"{""order_id"": 315, ""restaurant_id"": 7}"
19573,ORDER_PICKED_UP,Order 306 picked up by courier 6,"{""order_id"": 306, ""courier_id"": 6}"
19573,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
19591,ORDER_READY,Order 310 is ready for pickup,"{""order_id"": 310}"
19592,ORDER_READY,Order 311 is ready for pickup,"{""order_id"": 311}"
19596,ORDER_READY,Order 312 is ready for pickup,"{""order_id"": 312}"
19600,ORDER_DELIVERED,Order 304 delivered by courier 5,"{""order_id"": 304, ""courier_id"": 5, ""click_to_door"": 956.537493713804, ""ready_to_door"": 656.537493713804}"
19600,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
19602,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
19604,ORDER_READY,Order 313 is ready for pickup,"{""order_id"": 313}"
19618,ORDER_PLACED,Order 316 placed,"{""order_id"": 316, ""restaurant_id"": 7}"
19620,ASSIGNMENT_MADE,Courier 5 assigned orders [310],"{""courier_id"": 5, ""order_ids"": [310], ""bundle_size"": 1, ""has_relay"": false}"
19630,ORDER_DELIVERED,Order 305 delivered by courier 4,"{""order_id"": 305, ""courier_id"": 4, ""click_to_door"": 883.3209326900105, ""ready_to_door"": 583.3209326900105}"
19630,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
19650,ASSIGNMENT_MADE,Courier 4 assigned orders [309],"{""courier_id"": 4, ""order_ids"": [309], ""bundle_size"": 1, ""has_relay"": false}"
19663,ORDER_READY,Order 314 is ready for pickup,"{""order_id"": 314}"
19675,ORDER_DELIVERED,Order 307 delivered by courier 1,"{""order_id"": 307, ""courier_id"": 1, ""click_to_door"": 729.3609466078669, ""ready_to_door"": 429.36094660786694}"
19675,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
19680,ASSIGNMENT_MADE,Courier 1 assigned orders [314],"{""courier_id"": 1, ""order_ids"": [314], ""bundle_size"": 1, ""has_relay"": false}"
19692,ORDER_PICKED_UP,Order 308 picked up by courier 3,"{""order_id"": 308, ""courier_id"": 3}"
19692,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
19703,ORDER_DELIVERED,Order 289 delivered by courier 0,"{""order_id"": 289, ""courier_id"": 0, ""click_to_door"": 1743.7791662515774, ""ready_to_door"": 1443.7791662515774}"
19703,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
19710,ASSIGNMENT_MADE,Courier 0 assigned orders [313],"{""courier_id"": 0, ""order_ids"": [313], ""bundle_size"": 1, ""has_relay"": false}"
19765,ORDER_PLACED,Order 317 placed,"{""order_id"": 317, ""restaurant_id"": 6}"
19776,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
19778,ORDER_DELIVERED,Order 299 delivered by courier 2,"{""order_id"": 299, ""courier_id"": 2, ""click_to_door"": 1561.0909606907335, ""ready_to_door"": 1261.0909606907335}"
19778,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
19800,ASSIGNMENT_MADE,"Courier 2 assigned orders [293, 298, 302]","{""courier_id"": 2, ""order_ids"": [293, 298, 302], ""bundle_size"": 3, ""has_relay"": false}"
19820,ORDER_DELIVERED,Order 308 delivered by courier 3,"{""order_id"": 308, ""courier_id"": 3, ""click_to_door"": 846.3648003661983, ""ready_to_door"": 546.3648003661983}"
19820,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
19820,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
19830,ASSIGNMENT_MADE,"Courier 3 assigned orders [311, 312]","{""courier_id"": 3, ""order_ids"": [311, 312], ""bundle_size"": 2, ""has_relay"": false}"
19837,ORDER_PLACED,Order 318 placed,"{""order_id"": 318, ""restaurant_id"": 1}"
19840,ORDER_READY,Order 315 is ready for pickup,"{""order_id"": 315}"
19866,ORDER_PICKED_UP,Order 303 picked up by courier 7,"{""order_id"": 303, ""courier_id"": 7}"
19866,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
19871,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
19882,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
19897,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
19910,ORDER_PICKED_UP,Order 309 picked up by courier 4,"{""order_id"": 309, ""courier_id"": 4}"
19910,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
19912,ORDER_PLACED,Order 319 placed,"{""order_id"": 319, ""restaurant_id"": 6}"
19918,ORDER_READY,Order 316 is ready for pickup,"{""order_id"": 316}"
19961,ORDER_PICKED_UP,Order 314 picked up by courier 1,"{""order_id"": 314, ""courier_id"": 1}"
19961,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
19972,ORDER_PICKED_UP,Order 313 picked up by courier 0,"{""order_id"": 313, ""courier_id"": 0}"
19972,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
19987,ORDER_PICKED_UP,Order 310 picked up by courier 5,"{""order_id"": 310, ""courier_id"": 5}"
19987,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
20018,ORDER_DELIVERED,Order 310 delivered by courier 5,"{""order_id"": 310, ""courier_id"": 5, ""click_to_door"": 727.0781190956914, ""ready_to_door"": 427.07811909569136}"
20018,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
20040,ORDER_DELIVERED,Order 306 delivered by courier 6,"{""order_id"": 306, ""courier_id"": 6, ""click_to_door"": 1169.3678614193232, ""ready_to_door"": 869.3678614193232}"
20040,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
20040,ASSIGNMENT_MADE,"Courier 5 assigned orders [315, 316]","{""courier_id"": 5, ""order_ids"": [315, 316], ""bundle_size"": 2, ""has_relay"": false}"
